machine_id,timestamp,operating_hours,load_pct,days_since_maintenance,maintenance_count,temperature_C,pressure_bar,vibration_mms,rotation_speed_rpm,voltage_V,current_A,oil_temp_C,power_output_MW,efficiency_pct
GEN_0019,2020-12-23 17:00:00,7448.2,71.45,300.6,3,552.55,166.28,3.223,2964.0,10531.5,517.81,75.47,122.61,80.44
GEN_0015,2020-12-23 18:00:00,3568.5,43.93,34.1,1,507.08,169.62,2.739,2926.2,10784.9,465.72,72.42,70.23,87.5
GEN_0018,2020-12-23 19:00:00,3182.4,50.28,42.7,1,525.06,165.0,1.043,2947.1,11118.2,494.5,76.85,77.73,91.62
GEN_0018,2020-12-23 20:00:00,6612.6,81.57,109.6,3,553.1,172.5,2.977,2985.2,11079.1,518.69,83.63,140.63,83.33
GEN_0001,2020-12-23 21:00:00,7275.4,87.56,246.2,3,564.12,175.9,3.579,2959.6,10956.5,658.54,80.8,139.56,84.3
GEN_0005,2020-12-23 22:00:00,3338.6,59.65,96.0,1,539.92,160.53,1.666,3056.4,10796.0,493.32,65.52,103.61,85.39
GEN_0018,2020-12-23 23:00:00,2132.5,61.64,124.8,1,541.49,137.67,9.764,2996.0,10856.7,476.36,80.39,110.63,76.87
GEN_0001,2020-12-24 00:00:00,4038.6,69.67,287.0,2,519.59,169.96,1.781,2922.5,11257.9,547.33,83.32,115.53,84.52
GEN_0006,2020-12-24 01:00:00,7835.1,89.45,35.1,3,569.15,179.51,8.207,2956.1,10742.0,597.33,77.84,146.14,80.48
GEN_0014,2020-12-24 02:00:00,5989.2,46.97,258.9,2,560.3,160.52,4.293,2972.7,10440.2,461.72,87.73,72.95,82.79
GEN_0003,2020-12-24 03:00:00,3586.4,83.93,112.5,1,515.53,173.56,4.634,2935.8,10886.5,580.85,70.54,145.61,86.29
GEN_0015,2020-12-24 04:00:00,2843.4,63.33,183.1,1,532.81,175.03,2.792,2957.7,10863.4,518.85,65.19,109.64,84.86
GEN_0014,2020-12-24 05:00:00,1802.3,94.43,251.2,0,532.15,169.78,1.242,2894.8,10993.0,545.04,62.54,169.24,85.84
GEN_0018,2020-12-24 06:00:00,5166.4,82.23,232.0,2,541.19,170.48,5.674,2926.6,10904.9,554.73,82.15,140.35,85.12
GEN_0014,2020-12-24 07:00:00,4383.6,95.62,120.0,2,527.84,165.71,2.25,2968.2,10728.2,647.97,68.75,155.65,91.24
GEN_0010,2020-12-24 08:00:00,5311.2,63.42,203.1,2,538.27,167.02,2.478,2918.3,10515.7,499.13,72.37,103.79,86.64
GEN_0002,2020-12-24 09:00:00,6808.6,64.5,266.3,3,538.17,175.35,9.163,2731.5,10526.0,543.17,78.92,108.69,83.52
GEN_0002,2020-12-24 10:00:00,635.0,62.69,110.4,0,535.8,158.35,0.823,3014.7,11062.1,485.06,63.85,109.67,91.68
GEN_0011,2020-12-24 11:00:00,5807.1,94.37,76.6,2,543.28,155.95,2.651,2906.0,10883.1,568.55,77.7,135.15,86.86
GEN_0010,2020-12-24 12:00:00,5032.2,52.74,313.5,2,542.12,165.66,3.258,2940.7,10603.3,483.65,70.45,80.55,86.3
GEN_0018,2020-12-24 13:00:00,6776.8,97.46,277.5,3,530.49,167.22,10.397,2919.9,10944.1,619.85,73.81,153.3,82.3
GEN_0008,2020-12-24 14:00:00,3156.5,41.13,46.1,1,553.03,165.93,2.309,2924.9,10912.8,474.85,69.12,68.22,86.21
GEN_0011,2020-12-24 15:00:00,2128.1,94.92,109.1,1,593.34,144.91,11.435,2916.4,11334.3,587.97,87.19,172.7,74.54
GEN_0004,2020-12-24 16:00:00,2462.9,97.51,150.3,1,560.35,160.68,5.938,3004.1,11048.6,593.17,71.21,172.52,84.85
GEN_0009,2020-12-24 17:00:00,258.9,73.77,351.8,0,524.31,171.04,2.632,2993.1,10939.5,515.89,68.86,127.62,91.44
GEN_0010,2020-12-24 18:00:00,4548.8,84.38,202.4,2,543.27,177.23,3.899,2902.9,10610.0,536.58,72.52,136.12,85.72
GEN_0006,2020-12-24 19:00:00,4676.8,48.93,335.3,2,553.89,148.94,4.116,2865.1,10732.1,483.81,75.33,87.59,85.26
GEN_0017,2020-12-24 20:00:00,2870.3,69.55,115.1,1,526.19,166.29,3.73,2936.7,11024.2,564.7,69.81,112.11,91.44
GEN_0001,2020-12-24 21:00:00,3806.5,72.63,358.4,1,502.66,172.53,2.157,2974.8,10990.5,523.1,75.0,122.8,82.32
GEN_0004,2020-12-24 22:00:00,2841.8,51.13,228.5,1,535.44,159.68,1.422,3006.3,11239.6,504.84,67.37,82.96,86.45
GEN_0010,2020-12-24 23:00:00,1832.4,83.39,278.9,0,539.89,173.94,1.409,3030.6,11082.9,538.24,58.58,158.24,88.28
GEN_0012,2020-12-25 00:00:00,5331.5,86.53,24.3,2,539.16,168.33,3.305,2954.1,10595.0,539.13,71.2,142.25,86.13
GEN_0010,2020-12-25 01:00:00,1516.7,40.06,349.2,0,528.55,165.2,1.239,2956.3,11053.8,489.28,63.78,60.67,91.92
GEN_0020,2020-12-25 02:00:00,7556.8,88.61,351.8,3,566.57,161.2,4.085,2968.4,10264.3,501.09,78.69,149.64,83.18
GEN_0015,2020-12-25 03:00:00,2548.5,43.18,141.3,1,514.39,141.65,6.932,3016.7,10771.2,421.95,64.97,68.56,85.2
GEN_0008,2020-12-25 04:00:00,2197.8,76.94,125.1,1,534.07,159.37,1.622,2855.3,11269.1,557.14,62.85,138.89,89.8
GEN_0017,2020-12-25 05:00:00,5201.0,97.6,286.2,2,548.58,155.62,2.401,2899.7,10815.1,525.07,77.12,151.78,89.81
GEN_0005,2020-12-25 06:00:00,1568.8,70.12,46.2,0,580.89,149.35,12.4,2898.1,11146.4,495.9,95.99,117.75,82.59
GEN_0012,2020-12-25 07:00:00,1618.6,70.51,158.5,0,545.37,161.38,2.435,2983.9,10943.3,556.41,65.62,129.82,89.13
GEN_0005,2020-12-25 08:00:00,5610.1,88.89,258.1,2,525.09,181.12,3.567,3012.4,10511.7,531.62,73.58,145.72,84.07
GEN_0019,2020-12-25 09:00:00,6042.2,79.97,323.8,3,535.78,169.43,3.226,2927.0,10913.7,593.2,80.69,130.43,86.66
GEN_0013,2020-12-25 10:00:00,6253.5,99.0,100.9,3,547.91,174.64,3.115,2950.2,10968.5,616.39,68.13,148.78,84.93
GEN_0007,2020-12-25 11:00:00,3241.6,92.3,332.7,1,561.09,181.01,2.917,2987.0,10850.8,643.91,69.89,151.6,90.0
GEN_0004,2020-12-25 12:00:00,5567.4,48.94,136.1,2,515.44,167.24,3.562,2898.3,10722.3,480.84,71.63,77.08,83.48
GEN_0007,2020-12-25 13:00:00,5924.4,44.94,82.9,2,559.22,164.17,2.364,2914.1,10478.3,483.02,70.73,73.95,85.72
GEN_0013,2020-12-25 14:00:00,831.3,85.8,255.9,0,514.79,166.18,0.7,3085.4,10892.2,530.29,65.92,155.6,90.57
GEN_0007,2020-12-25 15:00:00,1030.9,71.11,79.9,0,521.07,171.54,4.332,3072.3,10537.0,562.0,69.78,130.87,90.75
GEN_0020,2020-12-25 16:00:00,8487.8,78.46,51.1,4,555.79,153.97,5.205,2862.0,10548.3,562.55,84.49,120.81,80.77
GEN_0010,2020-12-25 17:00:00,7534.9,76.03,90.4,3,551.93,173.89,5.959,2923.7,10885.1,546.23,74.09,111.2,83.06
GEN_0010,2020-12-25 18:00:00,6076.8,41.35,131.6,3,542.57,162.56,3.318,2881.7,10980.3,474.29,75.85,63.91,83.71
GEN_0006,2020-12-25 19:00:00,1296.7,75.06,192.6,0,527.18,168.86,0.729,2995.1,10730.1,493.85,83.14,127.14,86.82
GEN_0010,2020-12-25 20:00:00,3568.5,90.98,72.4,1,546.94,152.65,3.849,2928.9,10701.3,545.14,65.41,163.26,85.34
GEN_0006,2020-12-25 21:00:00,2172.9,73.62,190.9,1,513.99,171.27,1.912,2969.1,11250.2,521.5,78.98,135.43,89.1
GEN_0002,2020-12-25 22:00:00,7999.0,53.65,50.7,3,566.64,174.56,3.804,2898.0,10713.8,529.26,80.58,69.62,85.3
GEN_0003,2020-12-25 23:00:00,1861.7,83.13,76.2,0,535.2,174.49,2.964,3028.9,10979.0,574.61,69.61,146.35,93.51
GEN_0011,2020-12-26 00:00:00,3773.2,70.65,104.6,1,536.53,172.85,2.254,3022.4,10798.1,504.18,74.56,114.23,81.41
GEN_0009,2020-12-26 01:00:00,6768.5,58.8,140.8,3,563.73,164.8,7.52,2858.1,10487.4,517.89,75.0,89.64,83.37
GEN_0013,2020-12-26 02:00:00,958.5,55.61,123.3,0,525.7,154.33,2.276,3047.0,11142.5,452.91,71.15,100.12,89.33
GEN_0019,2020-12-26 03:00:00,2325.3,50.96,92.3,1,487.9,152.45,1.298,2975.6,10575.9,487.04,78.9,73.11,89.3
GEN_0019,2020-12-26 04:00:00,4967.4,74.84,142.7,2,557.62,168.49,2.465,2941.6,10820.8,554.67,69.49,126.54,90.91
GEN_0010,2020-12-26 05:00:00,43.2,83.85,176.6,0,546.61,156.64,1.932,3007.2,10821.6,557.12,57.97,155.44,90.14
GEN_0002,2020-12-26 06:00:00,5371.4,74.67,54.7,2,536.7,172.09,2.9,2898.8,10652.6,613.09,75.83,132.5,85.15
GEN_0002,2020-12-26 07:00:00,4414.8,99.18,216.5,2,548.64,167.06,2.749,2930.9,10570.0,567.32,77.49,166.44,86.14
GEN_0011,2020-12-26 08:00:00,4177.0,85.49,146.4,2,514.25,171.11,2.636,3085.4,10692.1,558.73,57.44,156.83,85.75
GEN_0012,2020-12-26 09:00:00,7835.2,56.49,177.1,3,553.61,171.96,3.819,2835.0,10995.6,555.04,75.38,74.87,91.01
GEN_0017,2020-12-26 10:00:00,6196.5,63.63,68.8,3,527.91,154.72,3.438,3016.7,10847.0,521.05,72.45,103.98,85.16
GEN_0012,2020-12-26 11:00:00,8257.3,49.24,163.7,4,535.16,171.18,4.86,2868.5,10772.2,532.65,79.96,68.61,87.96
GEN_0004,2020-12-26 12:00:00,4348.3,77.71,171.8,2,564.76,174.21,1.678,2989.3,10690.5,570.16,72.64,138.05,92.38
GEN_0010,2020-12-26 13:00:00,8671.7,48.34,197.0,4,550.36,155.16,5.061,2952.0,10622.0,486.54,78.91,71.29,84.23
GEN_0014,2020-12-26 14:00:00,6369.2,97.75,121.3,3,563.41,181.86,5.279,2926.0,11116.6,603.26,79.76,161.47,82.02
GEN_0014,2020-12-26 15:00:00,4539.7,70.56,106.2,2,543.69,168.45,3.382,3023.0,10948.5,547.79,69.77,122.4,87.98
GEN_0008,2020-12-26 16:00:00,4876.0,98.93,62.3,2,548.1,167.25,2.722,2861.7,10837.3,574.47,81.3,150.88,80.66
GEN_0018,2020-12-26 17:00:00,4969.8,64.79,41.1,2,544.6,147.78,3.665,2822.9,10587.6,509.32,79.44,104.98,82.44
GEN_0004,2020-12-26 18:00:00,8070.3,78.46,347.7,4,550.58,177.48,5.028,2902.7,10812.6,535.44,79.28,129.49,83.45
GEN_0016,2020-12-26 19:00:00,2589.1,48.01,142.7,1,527.32,157.39,1.681,2941.6,10756.4,462.22,77.72,77.16,90.47
GEN_0002,2020-12-26 20:00:00,4223.6,97.9,323.0,2,539.25,172.12,3.928,2951.4,10578.9,549.01,70.83,163.89,83.39
GEN_0007,2020-12-26 21:00:00,6900.1,58.41,247.6,3,517.35,156.15,4.655,3006.5,10933.2,535.65,74.05,97.85,85.65
GEN_0016,2020-12-26 22:00:00,8482.4,87.32,358.1,4,558.6,161.45,5.675,2857.6,10452.1,543.93,77.66,135.79,82.16
GEN_0016,2020-12-26 23:00:00,3371.3,71.69,260.3,1,558.44,147.13,4.377,3026.5,10856.4,530.21,70.65,116.74,86.17
GEN_0003,2020-12-27 00:00:00,5360.1,47.69,145.8,2,547.28,168.75,3.422,2924.6,10851.0,531.23,71.32,83.23,85.95
GEN_0013,2020-12-27 01:00:00,5888.7,75.3,181.0,2,643.77,137.08,8.969,3055.3,10945.5,548.14,95.07,124.93,77.82
GEN_0015,2020-12-27 02:00:00,1660.3,48.06,87.9,0,545.41,167.75,1.011,3034.5,10548.1,438.34,63.09,77.65,87.56
GEN_0007,2020-12-27 03:00:00,2858.2,65.63,182.1,1,537.65,153.75,2.265,2893.9,10924.8,450.25,73.1,103.59,87.48
GEN_0003,2020-12-27 04:00:00,5280.9,64.64,201.6,2,545.49,164.93,4.184,2941.2,10695.9,491.42,70.04,104.39,84.52
GEN_0017,2020-12-27 05:00:00,185.5,64.69,348.1,0,513.82,148.51,2.026,2981.9,11034.5,462.02,72.74,120.28,91.24
GEN_0020,2020-12-27 06:00:00,4284.1,97.93,175.6,2,559.57,152.62,3.449,2934.7,11038.3,592.51,82.1,150.19,88.8
GEN_0012,2020-12-27 07:00:00,8579.0,52.28,256.0,4,543.53,154.97,4.09,2904.8,10464.4,531.47,83.31,64.08,85.3
GEN_0015,2020-12-27 08:00:00,7493.2,78.65,250.3,3,585.44,165.94,4.273,2969.9,10675.8,553.6,77.34,123.57,85.7
GEN_0020,2020-12-27 09:00:00,6694.8,62.7,178.2,3,559.72,161.37,5.141,2958.4,11085.4,533.65,80.17,108.69,82.19
GEN_0020,2020-12-27 10:00:00,4018.2,60.08,293.9,2,547.83,149.74,1.938,3006.9,10657.3,496.96,71.47,100.8,86.77
GEN_0017,2020-12-27 11:00:00,6067.3,42.43,15.5,3,549.06,160.72,4.369,2894.7,10401.2,459.6,84.24,57.78,81.85
GEN_0003,2020-12-27 12:00:00,101.2,76.36,61.6,0,529.66,163.4,0.745,3058.8,10992.8,509.42,67.12,140.38,92.11
GEN_0005,2020-12-27 13:00:00,4201.1,43.47,230.4,2,528.11,156.05,1.721,2869.6,10721.5,463.82,71.25,69.3,88.23
GEN_0011,2020-12-27 14:00:00,2109.9,94.58,236.2,1,533.12,159.99,1.262,2907.7,10659.1,605.22,56.96,175.58,90.7
GEN_0009,2020-12-27 15:00:00,7337.8,74.52,37.2,3,516.56,167.98,3.942,2954.5,10612.1,515.86,71.14,120.03,83.6
GEN_0016,2020-12-27 16:00:00,1124.4,81.01,28.9,0,523.25,171.31,1.422,2999.1,11054.5,552.22,71.59,145.83,88.12
GEN_0003,2020-12-27 17:00:00,3945.7,59.2,2.9,1,538.25,147.87,3.154,2991.1,11015.3,512.19,76.68,92.08,90.87
GEN_0007,2020-12-27 18:00:00,2828.4,91.31,339.9,1,514.9,164.59,2.751,3087.5,10960.2,481.87,75.15,165.16,86.74
GEN_0016,2020-12-27 19:00:00,6237.8,89.73,284.6,3,554.07,174.49,4.995,2927.9,10942.3,589.63,68.85,144.77,81.63
GEN_0014,2020-12-27 20:00:00,5238.2,90.95,25.1,2,545.93,167.47,4.422,3044.1,10472.8,551.98,76.5,153.18,83.24
GEN_0004,2020-12-27 21:00:00,6200.3,40.98,320.6,3,492.29,165.6,5.329,2941.9,11056.4,504.1,83.86,55.12,85.92
GEN_0002,2020-12-27 22:00:00,6212.4,67.67,248.0,3,545.25,179.56,7.483,2947.7,10873.2,530.25,79.64,98.95,87.63
GEN_0001,2020-12-27 23:00:00,7220.2,90.31,308.2,3,561.18,158.88,3.466,2930.3,10930.2,595.08,78.75,132.18,86.15
GEN_0004,2020-12-28 00:00:00,8634.2,52.78,283.3,4,547.98,179.51,4.399,2966.5,10705.8,507.64,79.4,76.35,84.62
GEN_0003,2020-12-28 01:00:00,4216.1,54.06,55.6,2,552.01,160.1,3.877,2948.1,10813.1,497.51,75.47,88.53,86.3
GEN_0004,2020-12-28 02:00:00,7165.3,45.49,360.6,3,520.06,158.27,7.884,2936.4,10897.6,506.52,73.1,57.36,81.63
GEN_0015,2020-12-28 03:00:00,5612.1,49.53,195.4,2,551.29,155.46,3.761,2876.5,11207.9,458.05,76.16,75.91,85.45
GEN_0010,2020-12-28 04:00:00,7154.9,94.54,142.5,3,544.65,161.13,4.125,2931.9,10767.4,556.28,69.43,150.2,86.79
GEN_0016,2020-12-28 05:00:00,8546.4,49.75,172.6,4,551.32,157.4,4.422,2980.0,10869.6,499.81,73.56,68.69,84.07
GEN_0018,2020-12-28 06:00:00,4046.2,79.58,345.3,2,538.0,167.45,4.283,3020.3,10642.0,517.42,83.51,132.93,89.8
GEN_0017,2020-12-28 07:00:00,5434.6,41.41,294.2,2,552.02,170.13,7.071,2975.0,10646.4,548.67,73.22,74.32,86.06
GEN_0019,2020-12-28 08:00:00,81.4,66.54,19.1,0,506.28,150.42,1.241,2992.6,10929.4,475.44,59.89,125.14,94.79
GEN_0006,2020-12-28 09:00:00,3505.2,49.87,230.0,1,538.18,147.97,1.522,2960.8,11195.2,479.09,78.03,84.44,87.14
GEN_0019,2020-12-28 10:00:00,4438.5,51.96,90.9,2,546.86,162.81,3.522,2967.9,11259.8,505.97,69.35,85.18,88.73
GEN_0002,2020-12-28 11:00:00,3537.5,72.67,344.2,1,548.01,164.23,7.763,2986.8,11241.2,494.51,71.61,128.78,88.46
GEN_0011,2020-12-28 12:00:00,2536.9,48.31,344.3,1,530.08,156.52,3.651,3005.2,11094.6,470.35,63.34,83.86,88.23
GEN_0012,2020-12-28 13:00:00,6386.5,76.35,148.9,3,576.33,176.44,4.307,2891.4,10971.1,512.5,81.7,127.99,81.41
GEN_0018,2020-12-28 14:00:00,3319.0,48.79,126.6,1,529.27,153.65,1.791,2979.7,10816.0,457.29,75.38,81.33,89.33
GEN_0016,2020-12-28 15:00:00,3673.4,50.48,34.3,1,538.54,150.1,3.469,2968.3,10990.3,448.74,72.73,72.86,88.16
GEN_0001,2020-12-28 16:00:00,488.4,52.19,129.1,0,538.47,163.92,0.468,2885.6,11090.5,426.15,62.19,90.54,87.23
GEN_0003,2020-12-28 17:00:00,3779.9,92.81,94.7,1,546.32,157.13,2.565,2983.2,10928.8,586.54,76.44,156.23,87.66
GEN_0019,2020-12-28 18:00:00,3239.6,44.33,134.3,1,531.66,183.48,1.692,2959.7,10747.3,533.41,71.02,68.44,90.19
GEN_0001,2020-12-28 19:00:00,3405.9,60.5,252.3,1,531.41,170.07,2.95,2970.9,10575.9,494.69,74.86,88.61,88.47
GEN_0001,2020-12-28 20:00:00,6757.5,64.57,216.4,3,578.81,158.28,4.036,2922.8,10824.8,488.57,84.25,99.33,84.43
GEN_0018,2020-12-28 21:00:00,6112.2,66.23,238.8,3,544.94,160.3,3.855,2965.6,10877.3,570.65,73.9,101.44,86.46
GEN_0006,2020-12-28 22:00:00,7164.0,46.17,299.3,3,531.39,163.99,5.706,2804.7,10726.6,513.37,84.71,73.22,83.97
GEN_0002,2020-12-28 23:00:00,1311.2,48.41,87.6,0,570.53,125.74,7.577,2895.6,10685.5,536.59,98.75,88.3,83.56
GEN_0015,2020-12-29 00:00:00,5615.3,90.53,156.4,2,571.83,180.98,3.307,2942.8,10591.0,567.09,74.77,132.75,86.1
GEN_0013,2020-12-29 01:00:00,1585.8,82.5,59.3,0,539.7,163.66,1.664,2992.8,11188.5,497.43,68.52,158.29,89.44
GEN_0004,2020-12-29 02:00:00,2952.5,40.28,357.3,1,530.4,161.65,7.3,3000.7,11088.6,446.56,70.19,62.16,88.84
GEN_0011,2020-12-29 03:00:00,2995.1,63.03,277.6,1,543.43,156.45,1.29,2924.8,10870.3,518.02,69.86,101.72,86.12
GEN_0008,2020-12-29 04:00:00,1679.7,70.75,258.3,0,522.11,164.99,1.246,2925.4,10879.0,516.46,66.86,119.82,93.32
GEN_0002,2020-12-29 05:00:00,2055.1,87.07,358.8,1,550.06,164.53,1.154,2942.8,10860.2,610.99,67.01,148.1,88.74
GEN_0017,2020-12-29 06:00:00,2001.6,77.37,201.0,1,516.59,159.4,2.375,3032.2,11215.9,563.77,63.81,145.75,89.11
GEN_0008,2020-12-29 07:00:00,1050.7,42.52,16.2,0,511.6,156.29,2.45,2886.4,10951.5,493.33,65.34,72.56,94.65
GEN_0016,2020-12-29 08:00:00,7074.5,53.93,335.2,3,543.1,159.24,5.846,2841.6,10929.9,572.19,79.72,87.51,82.87
GEN_0010,2020-12-29 09:00:00,7077.6,50.62,92.4,3,562.4,148.05,5.452,2999.6,10638.0,505.99,76.28,81.2,86.76
GEN_0001,2020-12-29 10:00:00,4992.9,85.18,130.9,2,558.22,167.63,2.593,3070.0,10933.4,575.52,76.18,144.76,85.97
GEN_0007,2020-12-29 11:00:00,2641.3,51.43,171.8,1,527.74,154.02,0.982,2986.4,10743.5,537.88,62.04,86.38,90.11
GEN_0007,2020-12-29 12:00:00,5634.5,42.14,335.2,2,521.89,156.14,2.864,3053.8,10853.2,501.13,80.51,56.18,85.99
GEN_0006,2020-12-29 13:00:00,6466.5,77.27,308.2,3,562.96,175.9,2.422,2944.4,10658.1,567.32,75.54,118.69,85.61
GEN_0009,2020-12-29 14:00:00,97.8,63.96,266.6,0,511.13,161.26,0.298,2939.8,11059.7,492.15,64.83,115.5,92.45
GEN_0020,2020-12-29 15:00:00,6317.2,93.38,240.5,3,562.3,154.55,6.062,2904.9,10796.0,633.13,73.31,163.27,84.06
GEN_0014,2020-12-29 16:00:00,8361.5,71.21,66.2,4,550.96,182.78,4.205,2959.3,11448.9,564.75,84.7,107.69,80.44
GEN_0009,2020-12-29 17:00:00,2206.6,40.49,205.5,1,519.5,158.78,6.01,3043.6,10950.1,448.81,74.83,68.39,89.72
GEN_0005,2020-12-29 18:00:00,4791.2,58.62,286.3,2,617.26,153.16,16.048,2953.5,11096.5,525.9,92.79,95.19,67.32
GEN_0019,2020-12-29 19:00:00,7717.6,68.72,69.1,3,561.31,170.25,4.055,3034.1,10866.7,516.82,73.88,100.27,84.54
GEN_0020,2020-12-29 20:00:00,2295.7,75.03,139.1,1,527.35,173.7,3.079,2906.4,10850.8,542.79,64.6,132.07,85.85
GEN_0016,2020-12-29 21:00:00,6397.4,51.29,322.5,3,572.38,159.15,12.697,2965.6,11048.0,482.57,91.85,69.4,67.64
GEN_0019,2020-12-29 22:00:00,2140.4,69.9,49.3,1,618.95,145.51,11.435,3068.9,10773.7,511.16,87.35,123.91,72.19
GEN_0006,2020-12-29 23:00:00,3716.3,74.17,134.0,1,530.97,169.54,2.485,2993.6,10993.8,565.17,76.16,122.11,87.41
GEN_0004,2020-12-30 00:00:00,5647.7,70.09,27.5,2,541.18,179.24,3.028,2901.0,10831.7,524.76,81.19,117.15,82.93
GEN_0010,2020-12-30 01:00:00,1161.6,91.61,148.6,0,541.17,151.03,2.816,2991.2,10846.0,585.89,66.68,142.19,91.41
GEN_0019,2020-12-30 02:00:00,8482.2,42.99,105.1,4,510.44,175.97,6.171,2890.0,10722.6,517.93,75.62,52.86,79.89
GEN_0003,2020-12-30 03:00:00,2628.5,65.99,334.9,1,539.75,149.49,3.86,3015.0,11028.6,489.34,59.78,115.74,83.07
GEN_0001,2020-12-30 04:00:00,6109.6,59.21,10.5,3,543.48,163.89,3.268,2919.5,11202.2,519.92,72.41,92.98,86.5
GEN_0019,2020-12-30 05:00:00,198.6,66.16,64.8,0,531.03,171.77,2.332,2958.1,10918.0,467.58,59.94,119.63,88.85
GEN_0010,2020-12-30 06:00:00,3196.0,73.69,55.4,1,507.38,173.82,2.937,3009.5,10775.6,502.14,65.4,128.16,88.08
GEN_0013,2020-12-30 07:00:00,4074.4,82.55,54.0,2,531.71,162.98,3.551,2974.4,10569.3,607.15,60.85,145.44,91.12
GEN_0001,2020-12-30 08:00:00,7415.9,54.11,108.7,3,530.36,167.14,5.557,2874.5,10179.0,483.05,77.23,78.65,80.84
GEN_0007,2020-12-30 09:00:00,4698.3,99.63,46.9,2,529.63,169.0,2.08,2902.1,11003.1,553.03,77.27,166.81,87.31
GEN_0011,2020-12-30 10:00:00,2250.7,51.29,206.5,1,516.67,161.36,3.719,2945.6,10992.1,486.61,66.42,78.22,88.89
GEN_0009,2020-12-30 11:00:00,3448.5,45.7,328.2,1,507.07,160.19,2.641,2952.2,10315.0,480.29,70.25,81.65,90.64
GEN_0004,2020-12-30 12:00:00,8732.5,74.07,33.7,4,548.79,173.23,6.177,2945.7,10400.8,544.85,81.58,111.16,86.09
GEN_0003,2020-12-30 13:00:00,4562.8,83.65,86.5,2,505.93,174.31,4.613,3005.5,10526.4,560.56,62.32,143.48,88.7
GEN_0014,2020-12-30 14:00:00,2388.2,74.5,256.0,1,540.44,165.91,1.881,2937.7,10954.6,568.08,63.17,128.35,91.89
GEN_0018,2020-12-30 15:00:00,6464.6,48.6,21.0,3,589.33,129.94,11.436,2904.3,10577.1,507.26,104.82,56.0,72.9
GEN_0017,2020-12-30 16:00:00,1839.2,89.12,285.5,0,553.79,154.58,0.666,2980.0,11278.9,573.43,66.64,167.01,87.2
GEN_0005,2020-12-30 17:00:00,8086.5,58.38,65.4,4,556.26,155.38,6.006,3000.3,11127.9,601.5,77.76,86.73,82.8
GEN_0016,2020-12-30 18:00:00,8720.8,54.76,129.0,4,554.32,167.38,5.32,2868.7,10465.2,554.18,76.8,77.94,81.05
GEN_0009,2020-12-30 19:00:00,8224.7,94.78,280.5,4,552.27,179.68,4.04,2984.9,11112.7,563.18,76.72,156.35,82.28
GEN_0016,2020-12-30 20:00:00,1881.1,86.45,166.4,0,518.36,170.86,3.136,2932.9,11136.5,556.37,66.26,141.03,88.31
GEN_0001,2020-12-30 21:00:00,6256.8,47.29,321.0,3,529.2,168.4,3.388,2987.7,10789.5,536.61,74.96,65.8,85.35
GEN_0010,2020-12-30 22:00:00,7855.6,78.79,38.8,3,541.92,170.56,4.341,2899.2,11097.3,572.5,75.63,120.13,77.47
GEN_0019,2020-12-30 23:00:00,8268.7,74.71,249.1,4,557.76,158.09,7.362,2949.7,10618.6,589.97,73.66,114.25,81.42
GEN_0001,2020-12-31 00:00:00,6049.5,71.98,141.6,3,566.76,159.05,2.897,3014.1,10430.4,620.98,63.18,122.54,88.61
GEN_0020,2020-12-31 01:00:00,3390.6,57.59,121.6,1,540.36,157.13,5.804,2979.3,11165.6,512.32,60.47,94.41,84.63
GEN_0008,2020-12-31 02:00:00,4942.3,59.56,362.0,2,560.39,158.79,3.1,2937.0,11212.5,521.41,70.18,82.17,86.9
GEN_0006,2020-12-31 03:00:00,5091.3,74.33,267.9,2,546.05,166.93,2.939,2882.7,10685.1,540.21,84.45,119.56,88.63
GEN_0003,2020-12-31 04:00:00,4424.3,96.71,189.8,2,532.92,161.95,2.618,2886.8,10877.0,587.66,72.13,163.86,88.71
GEN_0005,2020-12-31 05:00:00,8363.0,69.63,276.8,4,562.18,163.27,4.343,2887.2,10614.9,583.4,82.08,104.93,82.21
GEN_0013,2020-12-31 06:00:00,1718.3,89.4,302.5,0,534.28,157.29,0.813,2943.7,11238.0,470.52,63.46,154.66,89.35
GEN_0008,2020-12-31 07:00:00,87.0,61.43,331.8,0,540.53,142.88,4.86,2975.1,10981.0,530.86,65.11,110.72,88.62
GEN_0017,2020-12-31 08:00:00,4227.5,60.54,208.3,2,531.68,167.55,3.147,2978.7,10704.6,524.61,78.29,106.25,90.09
GEN_0020,2020-12-31 09:00:00,5349.6,93.51,315.9,2,555.94,185.15,2.564,2906.2,10832.2,613.45,84.59,158.61,89.39
GEN_0017,2020-12-31 10:00:00,3632.5,77.32,170.6,1,534.07,169.26,3.274,2867.1,10947.4,572.8,70.16,132.41,87.07
GEN_0016,2020-12-31 11:00:00,7068.5,99.41,184.6,3,558.73,162.9,4.898,2914.8,10614.7,653.44,74.88,157.05,83.02
GEN_0012,2020-12-31 12:00:00,7599.0,78.18,200.7,3,537.22,171.01,3.828,2997.8,10348.9,555.37,77.0,120.96,88.61
GEN_0008,2020-12-31 13:00:00,5525.2,76.51,50.0,2,557.2,157.13,3.515,3013.0,10514.6,540.94,76.65,132.53,85.2
GEN_0008,2020-12-31 14:00:00,1424.2,68.91,30.8,0,506.56,173.03,4.733,2951.0,10552.8,478.05,65.73,118.77,86.39
